LINEA;GRUPO;DETALLE;CODIGO;SOCOFAR;STOCK;COSTO;PNETO;PRECIO;VALORIZADO
GARNIER;;BIO-WOM.DES.R-ON MAGNESIO X 50 ML;932025;0;1;1634;2521;3.000;1.634
GARNIER;;COR INT. 6.66 ROJO PASIÓN;932012;0;3;1336;2269;2.700;4.008
GARNIER;;FRUC.GEL FIJ.HARD X 600GR;932024;0;5;3349;4916;5.850;16.745
GARNIER;;FRUCT.H.FOOD MASC. SANDIA;932039;0;3;3090;4118;4.900;9.270
GARNIER;;FRUCTIS ACON. HAIR FOOD ALOE X 300ML;932043;0;3;2429;3319;3.950;7.287
GARNIER;;FRUCTIS ACON.HAIR FOOD COCO X 300ML;932044;0;2;2485;3319;3.950;4.970
GARNIER;;FRUCTIS CR PEINAR OIL REPA LISO COCO;932005;0;1;2390;3109;3.700;2.390
GARNIER;;FRUCTIS CR PEINAR RIZOS PODER 300 ML;932004;0;1;2370;3319;3.950;2.370
GARNIER;;FRUCTIS GEL EXT.FUERTE 600GR;932007;0;15;3335;5000;5.950;50.025
GARNIER;;FRUCTIS MASC. TTO.HAIR FOOD AGUACATE X 350ML;932008;0;3;2740;4118;4.900;8.220
GARNIER;;FRUCTIS MASC.TTO. HAIR FOOD ALOE X 350ML;932009;0;3;2740;4118;4.900;8.220
GARNIER;;FRUCTIS MASC.TTO. HAIR FOOD. COCO X 350ML;932011;0;2;2611;4118;4.900;5.222
GARNIER;;GAR.FRUCT.GEL WET-SHINE X 200ML;932022;0;2;3954;4958;5.900;7.908
GARNIER;;GARNI.EXP.ACL.SERU.VITC X 30ML;932018;0;1;5391;8739;10.400;5.391
GARNIER;;GARNI.MIC.DESM.VIT.C X 400ML;932019;0;2;3097;4622;5.500;6.194
GARNIER;;GARNIER FRU. SUPER OLEO X 100ML;932038;0;3;3500;5378;6.400;10.500
GARNIER;;GARNIER RETO,RAIZ.PERMA. 4.0 CASTAÑO;932031;0;8;1180;1849;2.200;9.440
GARNIER;;GARNIER RETO.RAIZ.PERMA. 2.0 NEGRO;932029;0;8;1144;1849;2.200;9.152
GARNIER;;GARNIER RETO.RAIZ.PERMA.6.0 RUBIO OSC.;932033;0;6;1196;1765;2.100;7.176
GARNIER;;GARNIER. RAIZ.PERMA.5.0 CASTA. CLARO;932032;0;8;1174;1849;2.200;9.392
GARNIER;;GARNIER.RAIZ.PERMA. 3.0 CASTAÑOSCU.;932030;0;9;1170;1765;2.100;10.530
GARNIER;;GARNIER.RETO.RAIZ.PERMA 8.0 RUBIO. CENI;932037;0;5;1124;1765;2.100;5.620
GARNIER;;GARNIER.RETO.RAIZ.PERMA. 6.7 CASTA.CHOC.;932034;0;11;1116;1849;2.200;12.276
GARNIER;;GARNIER.RETO.RAIZ.PERMA. 7.0 RUBIO;932035;0;2;1140;1765;2.100;2.280
GARNIER;;GARNIERSERUN GEL+VIT C X 50ML;932045;0;2;5650;7941;9.450;11.300
GARNIER;0177 TINTURA PARA EL CABELLO;GRANIER COR INTENSA 4.15;932003;0;11;1277;2269;2.700;14.047
GARNIER;0177 TINTURA PARA EL CABELLO;NUTRISSE COR INT. 9.0 RUBIO MUY CLARO;932001;0;4;1506;2269;2.700;6.024
GENERICOS VARIOS;;ACICLOVIR 400 MG X 32 COMP;199728;0;6;1948;5546;6.600;11.688
GENERICOS VARIOS;;ACICLOVIR CR. 5% X 15GR;199868;0;7;512;1387;1.650;3.584
GENERICOS VARIOS;;ACIDO VALPROICO 200 MG;199825;0;2;3675;4790;5.700;7.350
GENERICOS VARIOS;;ACIDO VALPROICO 500 MGX 30 COMP.;199826;0;2;5108;6681;7.950;10.216
GENERICOS VARIOS;;ALPRAZOLAM 0.5 MG X 30 COMP;199736;0;1;500;1849;2.200;500
GENERICOS VARIOS;;AMBROXOL 30MG/5ML JBE AD. X100ML;199866;0;5;990;1429;1.700;4.950
GENERICOS VARIOS;;AMOX+ AC.CLAVULA. 400/57 X 70ML;199806;0;1;2990;7983;9.500;2.990
GENERICOS VARIOS;;AMOXICILINA 500MG X 60ML;199860;0;1;1120;2521;3.000;1.120
GENERICOS VARIOS;;ANOVULATORIOS X 21 COM.;199738;0;12;903;1975;2.350;10.836
GENERICOS VARIOS;;ATORVASTATINA 20 MG X 30 COMP.;199723;0;1;428;1513;1.800;428
GENERICOS VARIOS;;ATORVASTATINA 40 MG X 30 COMP;199861;0;1;1450;2521;3.000;1.450
GENERICOS VARIOS;;BETAMETASONA CR.TOP. 0.05% X 15GR;199801;0;-1;260;1092;1.300;-260
GENERICOS VARIOS;;BISOPROLOL 2.5 MG X  30COM;199792;0;3;2780;5798;6.900;8.340
GENERICOS VARIOS;;BISPROLOL  5MG X 30COM;199791;0;3;3726;6975;8.300;11.178
GENERICOS VARIOS;;BROMAZEPAM 3 MG X 30 COMP.;199718;0;2;950;2437;2.900;1.900
GENERICOS VARIOS;;CARVEDILOL 6.25 X 30 COMP.;199691;7;2;820;2269;2.700;1.640
GENERICOS VARIOS;;CETIREX 10 MG X 30 COMP-;199854;0;15;1357;2311;2.750;20.355
GENERICOS VARIOS;;CLARITROMICINA 250 MG/5 ML FCO;199859;0;1;3800;5798;6.900;3.800
GENERICOS VARIOS;;CLORANF. UNG.OFT. 1% 5GR;199756;0;9;884;2261;2.690;7.956
GENERICOS VARIOS;;CLOTRI.+BETAME. 1/0.05% CR.TOP X 15G;199812;0;20;348;1134;1.350;6.960
GENERICOS VARIOS;;CLOTRIMAZOL  OVULOS 100 MG X 6 UNI.;199839;0;1;889;2437;2.900;889
GENERICOS VARIOS;;CO-TRIMOXAZO.COM.20     *;199040;199040;4;1469;3319;3.950;5.876
GENERICOS VARIOS;;COXIRA (ASCE)200MG X 10COM;199827;0;10;830;2941;3.500;8.300
GENERICOS VARIOS;;DESLORATADINA 5 MG X 30 COMP.;199841;0;15;832;1681;2.000;12.480
GENERICOS VARIOS;;DEXAMETASONA 4MG/1ML;199817;0;82;192;2101;2.500;15.744
GENERICOS VARIOS;;DICLOFENACO 100 MG X 8;199869;0;12;160;1008;1.200;1.920
GENERICOS VARIOS;;DICLOFENACO GEL 1% X 30GR (CURAESPRING);199864;0;6;520;2101;2.500;3.120
GENERICOS VARIOS;;DICLOFENACO SODICO SUPOSITORIOS 12.5 INFANTIL;199843;0;8;466;1849;2.200;3.728
GENERICOS VARIOS;;DIONELA COMP REC. X 28;199790;0;3;2053;3529;4.200;6.159
GENERICOS VARIOS;;ENLAPRIL 10 MG X 20 COMP.;199855;0;14;311;840;1.000;4.354
GENERICOS VARIOS;;ESCITALOPRAM 10 MG X 30 COMP;199769;0;4;1232;5462;6.500;4.928
GENERICOS VARIOS;;ESPIRONOLACTONA 25MG X 20 COMP.;199695;245;5;640;1134;1.350;3.200
GENERICOS VARIOS;;FLUCLOXACILINA 500 MG X 12 CAP. CURAESPRING;199828;0;2;1430;2269;2.700;2.860
GENERICOS VARIOS;;GEMFIBROZIL.CAP.600MG.30*;199250;275200;12;2199;3319;3.950;26.388
GENERICOS VARIOS;;GEMFIBROZILO 300 MG X 30 COMP;199729;0;4;1798;3025;3.600;7.192
GENERICOS VARIOS;;GLICERINA INF 1GR X 20 SUP;199833;0;6;1310;2479;2.950;7.860
GENERICOS VARIOS;;GLICERINA SUPOS. ADULTO 3G;199857;0;4;1590;2857;3.400;6.360
GENERICOS VARIOS;;HIDROCORTISONA CR. 1% X 15GR;199819;0;7;820;5798;6.900;5.740
GENERICOS VARIOS;;IBUPROFENO 200MG X 20COM;199807;0;6;470;840;1.000;2.820
GENERICOS VARIOS;;KETOROLACO  30MG/1ML INYECTABLE;199867;0;19;340;1681;2.000;6.460
GENERICOS VARIOS;;LACTULOSA 65% X 200 ML;199698;0;1;3202;5462;6.500;3.202
GENERICOS VARIOS;;LAGRIMAS ART. GOTAS X 15ML;199751;0;1;810;1849;2.200;810
GENERICOS VARIOS;;LAGRIMAS ART.0.3% X10ML;199845;0;11;946;2017;2.400;10.406
GENERICOS VARIOS;;LEVITIRACETAM 500MG X 30COMP;199789;0;2;2960;9412;11.200;5.920
GENERICOS VARIOS;;LEVOCETIRIZINA 5 MG X 30 COMP;199743;0;1;1053;2185;2.600;1.053
GENERICOS VARIOS;;LEVOTIROXINA 100MG X 84COMP.;199749;0;3;2490;5378;6.400;7.470
GENERICOS VARIOS;;LEVOTIROXINA 75MG X 56COMP.;199750;0;4;2407;4244;5.050;9.628
GENERICOS VARIOS;;LOVASTATINA 20MG. X 28 C.;199244;199356;2;562;1471;1.750;1.124
GENERICOS VARIOS;;MEBENDAZOL SUS.ORAL 100MG/5ML X 35ML;199788;0;3;2370;3193;3.800;7.110
GENERICOS VARIOS;;METAMIZOL BE.(DIPIRONA) 300 MG X 20COMP.;199754;0;5;478;1092;1.300;2.390
GENERICOS VARIOS;;METFORMINA 850 MG X 60 COMP LAB CHILE(BIOEQ);199768;8;11;1489;3277;3.900;16.379
GENERICOS VARIOS;;METFORMINA/GLIBENCLAMIDA 500/5MG X 30COM;199848;0;4;1990;4193;4.990;7.960
GENERICOS VARIOS;;MONTELUKAST 4 MG X 30 COMP MAST.;199742;0;1;4395;10504;12.500;4.395
GENERICOS VARIOS;;MONTELUKAST 5 MG X 30 COMP MASTIC;199739;0;2;4850;10756;12.800;9.700
GENERICOS VARIOS;;OMEPRAZOL 20MG X 30COM(CURAESPRING);199829;0;1;566;1429;1.700;566
GENERICOS VARIOS;;PAROXETINA 20MG X 30COMP;199821;0;9;4486;8908;10.600;40.374
GENERICOS VARIOS;;PREDNISOLONA 1% SOL.OFT X 5ML;199814;0;2;2590;4874;5.800;5.180
GENERICOS VARIOS;;PREDNISONA 20 MG;199842;0;1;850;2227;2.650;850
GENERICOS VARIOS;;PREDNISONA 20 MG X 20 COM.REC.;199716;0;16;1100;3067;3.650;17.600
GENERICOS VARIOS;;PROPRANOLOL 40 MG X 20 COMP;199732;0;20;243;840;1.000;4.860
GENERICOS VARIOS;;QUETIAPINA 25MG X 30COMP.;199727;0;9;861;5126;6.100;7.749
GENERICOS VARIOS;;ROSUVASTATINA 10MG X  30 COMP.;199762;0;1;1900;5882;7.000;1.900
GENERICOS VARIOS;;ROSUVASTATINA 20MG X 30 COM(CHILE);199865;0;1;3871;6597;7.850;3.871
GENERICOS VARIOS;;SALBUTAMOL INH.250ds.SANI;199466;199468;20;1301;2689;3.200;26.020
GENERICOS VARIOS;;TERBINAFINA 1% CR. X 20GR;199809;0;1;730;1807;2.150;730
GENERICOS VARIOS;;TEXINAL 80 (TELMISARTAN ) X 30 COMP.;199844;0;2;9091;12353;14.700;18.182
GENERICOS VARIOS;;TORESTA (ATORVASTATINA) 80 MG X 30 COMP;199862;0;4;1900;4118;4.900;7.600
GENERICOS VARIOS;;VALSARTAN 160 MG X 30;199765;0;2;4000;10588;12.600;8.000
GENERICOS VARIOS;;VALSARTAN 80 MG  X 30COMP;199760;0;1;3214;7143;8.500;3.214
GENERICOS VARIOS;0001 ANTIBIOTICOS ORALES;AMOXI/AC. CLAVUL 500/125MG X 20 COMP;199594;275149;5;3377;9160;10.900;16.885
GENERICOS VARIOS;0001 ANTIBIOTICOS ORALES;AMOXI/AC. CLAVUL 875/125MG X 14 COMP;199668;0;2;3350;7479;8.900;6.700
GENERICOS VARIOS;0001 ANTIBIOTICOS ORALES;AMOXI/AC. CLAVUL 875/125MG X 20 COMP;199670;0;13;3935;8824;10.500;51.155
GENERICOS VARIOS;0001 ANTIBIOTICOS ORALES;AMOXICILINA 750MG X 10 CAPS;199267;199267;8;1022;2059;2.450;8.176
GENERICOS VARIOS;0001 ANTIBIOTICOS ORALES;AMOXICILINA JBE.500MG*;199266;199266;1;1238;2521;3.000;1.238
GENERICOS VARIOS;0001 ANTIBIOTICOS ORALES;AZITROMICINA 500MG X 6 COMP.;199672;274326;1;1036;2479;2.950;1.036
GENERICOS VARIOS;0001 ANTIBIOTICOS ORALES;CEFADROXI.COM.500MG. 8  *;199225;270963;10;715;1933;2.300;7.150
GENERICOS VARIOS;0001 ANTIBIOTICOS ORALES;CEFADROXI.JBE.250MG.60ML*;199226;199226;5;2273;3992;4.750;11.365
GENERICOS VARIOS;0001 ANTIBIOTICOS ORALES;CEFRADINA CAP.500MG. 8  *;199228;199228;2;959;2017;2.400;1.918
GENERICOS VARIOS;0001 ANTIBIOTICOS ORALES;CIPROFLOXACIN.CAP.500MG6*(BIO);199229;268812;13;370;1513;1.800;4.810
GENERICOS VARIOS;0001 ANTIBIOTICOS ORALES;CLARITROMICINA 500mg.x14;199033;199465;5;2590;4118;4.900;12.950
GENERICOS VARIOS;0001 ANTIBIOTICOS ORALES;CO-TRIMOXAZO.JBE.100ML. *;199039;199039;6;1090;2311;2.750;6.540
GENERICOS VARIOS;0001 ANTIBIOTICOS ORALES;ERITROMIC.COM.500MG. 8  *;199052;199052;3;1097;2395;2.850;3.291
GENERICOS VARIOS;0001 ANTIBIOTICOS ORALES;FLUCLOXAC.CAP.500MG.12 *;199361;2322;5;973;2101;2.500;4.865
GENERICOS VARIOS;0001 ANTIBIOTICOS ORALES;FLUCLOXAC.JBE.250MG.60ML*;199058;199058;6;1192;3613;4.300;7.152
GENERICOS VARIOS;0001 ANTIBIOTICOS ORALES;TETRACICLIN.CAP.500MG. 8*;199151;199151;7;669;2101;2.500;4.683
GENERICOS VARIOS;0002 ANTICONCEPTIVOS;LEVONORGESTREL-ETINIL. 150/30 X 28 COMP.;199639;261250;1;841;2101;2.500;841
GENERICOS VARIOS;0003 ANTIHIPERTENSIVOS;ACETAZOLAMIDA 250MG. (10-07);199140;199415;11;2208;3782;4.500;24.288
GENERICOS VARIOS;0003 ANTIHIPERTENSIVOS;AMLODIPINO 10mg.X 30com.;199476;199448;7;392;1261;1.500;2.744
GENERICOS VARIOS;0003 ANTIHIPERTENSIVOS;AMLODIPINO 5 MG X 60 COMP.;199541;199447;4;960;2395;2.850;3.840
GENERICOS VARIOS;0003 ANTIHIPERTENSIVOS;AMLODIPINO 5MG X 30 COMP.;199688;0;3;382;1008;1.200;1.146
GENERICOS VARIOS;0003 ANTIHIPERTENSIVOS;ATENOLOL COM.100MG.20   *;199153;199153;27;599;1597;1.900;16.173
GENERICOS VARIOS;0003 ANTIHIPERTENSIVOS;CAPTOPRIL 25MG.X 30 COM.;199115;199434;5;800;2269;2.700;4.000
GENERICOS VARIOS;0003 ANTIHIPERTENSIVOS;CARVEDILOL 12.5 MEG X30 COMP;199662;0;4;865;1933;2.300;3.460
GENERICOS VARIOS;0003 ANTIHIPERTENSIVOS;CARVEDILOL 25MG X 30 COMP.;199689;0;1;950;3025;3.600;950
GENERICOS VARIOS;0003 ANTIHIPERTENSIVOS;ENALAPRIL COM.20MG.20   *;199255;2412;18;370;1008;1.200;6.660
GENERICOS VARIOS;0003 ANTIHIPERTENSIVOS;ESPIRONOLACT.COM.25MG.20*;199376;274382;4;629;1597;1.900;2.516
GENERICOS VARIOS;0003 ANTIHIPERTENSIVOS;FUROSEMIDA 40MG.COMP.;199438;270079;24;188;840;1.000;4.512
GENERICOS VARIOS;0003 ANTIHIPERTENSIVOS;LOSARTAN POTASICO 50MG.X30;199655;268539;28;461;1261;1.500;12.908
GENERICOS VARIOS;0003 ANTIHIPERTENSIVOS;METILDOPA COM.250MG.20  *;199167;199167;4;2205;3151;3.750;8.820
GENERICOS VARIOS;0003 ANTIHIPERTENSIVOS;PROPANOLOL COM.10MG.20  *;199092;273865;4;313;1050;1.250;1.252
GENERICOS VARIOS;0004 ANTIMICOTICOS;CLOTRIMAZOL SOL/TOP1%20ML;199196;199387;2;754;1345;1.600;1.508
GENERICOS VARIOS;0004 ANTIMICOTICOS;FLUCONAZOL 150MG X 4;199605;0;17;1624;3782;4.500;27.608
GENERICOS VARIOS;0004 ANTIMICOTICOS;FLUCONAZOL 150MG.X 2 COMP.;199506;263791;9;1181;2185;2.600;10.629
GENERICOS VARIOS;0004 ANTIMICOTICOS;KETOCONAZOL COM.200MG.10*;199262;199262;4;1246;2269;2.700;4.984
GENERICOS VARIOS;0004 ANTIMICOTICOS;KETOCONAZOL CR.2% 20GR.*;199130;199404;2;812;1933;2.300;1.624
GENERICOS VARIOS;0004 ANTIMICOTICOS;NISTATINA UNG.15GR. *;199384;199203;5;890;2479;2.950;4.450
GENERICOS VARIOS;0007 ANTIPARASITARIOS;MEBENDAZOL 100MG X6COM;199474;199073;5;565;1681;2.000;2.825
GENERICOS VARIOS;0008 ANTIVIRALES;ACICLOVIR 200MG X 24 COMP.;199687;0;8;1141;2521;3.000;9.128
GENERICOS VARIOS;0008 ANTIVIRALES;ACICLOVIR CR.5%  5GR.   *;199003;2368;3;527;1429;1.700;1.581
GENERICOS VARIOS;0009 DIABETICOS;GLIBENCLAMIDA COM.5MG.60* (BIO);199063;267741;24;503;924;1.100;12.072
GENERICOS VARIOS;0009 DIABETICOS;METFORMINA 850 X 60 COMP. (BIO);199659;270505;1;1545;3277;3.900;1.545
GENERICOS VARIOS;0009 DIABETICOS;METFORMINA 850MG.X 30COM.(BIO);199303;270506;9;728;1933;2.300;6.552
GENERICOS VARIOS;0010 HIPOLIPEMIANTE;ATORVASTATINA 20X30COMP.(BIO);199083;270458;3;360;1597;1.900;1.080
GENERICOS VARIOS;0010 HIPOLIPEMIANTE;GEMFIBROZILO 600X 20cap.;199469;260144;2;2390;3782;4.500;4.780
GENERICOS VARIOS;0012 OTROS CARDIOVASCULAR;AMIODARONA COM.200MG.20 *;199007;199007;3;1890;3277;3.900;5.670
GENERICOS VARIOS;0012 OTROS CARDIOVASCULAR;FLUNARIZINA COM. 5MG.30 *;199174;0;8;1713;2395;2.850;13.704
GENERICOS VARIOS;0012 OTROS CARDIOVASCULAR;FLUNARIZINA COM.10MG.30 *;199176;0;4;3524;4958;5.900;14.096
GENERICOS VARIOS;0012 OTROS CARDIOVASCULAR;ISOSORBIDE COM.10MG.60  *;199069;0;4;1224;3277;3.900;4.896
GENERICOS VARIOS;0015 VITAMINAS COMPLEJO B;VITAMINA B1 B6 B12*3AMP.*;199001;0;3;2944;5714;6.800;8.832
GENERICOS VARIOS;0016 ANTIPSICOTICOS;QUETIAPINA 100MG;199665;0;5;2009;8235;9.800;10.045
GENERICOS VARIOS;0017 HIPNOTICOS;ZOPICLONA 7.5 MG X 30 COMP;199592;273269;23;1111;3361;4.000;25.553
GENERICOS VARIOS;0019 ANTIACIDOS;ALUM.HIDROXID.JARABE 180ML.*;199168;199168;3;2592;3866;4.600;7.776
GENERICOS VARIOS;0020 ANTIULCEROSOS;FAMOTIDINA 20MG.X 20;199522;199054;9;544;966;1.150;4.896
GENERICOS VARIOS;0020 ANTIULCEROSOS;FAMOTIDINA 40MG.X 10CO;199523;271990;2;237;756;900;474
GENERICOS VARIOS;0020 ANTIULCEROSOS;LANSOPRAZOL 30MG X 30 CAP.;199646;199444;24;724;2521;3.000;17.376
GENERICOS VARIOS;0020 ANTIULCEROSOS (ulceras);OMEPRAZOL  20X 30XCAPS.;199561;275886;19;525;1429;1.700;9.975
GENERICOS VARIOS;0021 ANTIDIARREICOS;LOPERAMIDA COM. 6       *;199072;199072;45;249;630;750;11.205
GENERICOS VARIOS;0023 OTROS DIGESTIVOS;DOMPERIDONA CAP.10MG.20 *;199216;272620;11;438;1092;1.300;4.818
GENERICOS VARIOS;0023 OTROS DIGESTIVOS;METOCLOPRAMIDA  10MG*24 (BIO);199530;268208;1;534;1008;1.200;534
GENERICOS VARIOS;0023 OTROS DIGESTIVOS;TRIMEBUTINO COM.100MG.20*;199342;199342;16;580;1261;1.500;9.280
GENERICOS VARIOS;0028 ANTIDEPRESIVOS;AMITRIPTILIN.COM.25MG100*;199009;199009;6;2557;3529;4.200;15.342
GENERICOS VARIOS;0028 ANTIDEPRESIVOS;AMITRIPTILINA 25MG X 24COMP;199358;199010;9;1049;1555;1.850;9.441
GENERICOS VARIOS;0028 ANTIDEPRESIVOS;FLUOXETINA 20 MG X 20 COMP.;199724;0;7;346;1303;1.550;2.422
GENERICOS VARIOS;0028 ANTIDEPRESIVOS;SERTRALINA 100MG X 30;199609;274499;4;1119;4958;5.900;4.476
GENERICOS VARIOS;0028 ANTIDEPRESIVOS;SERTRALINA 50mg.X 30com.;199479;273365;4;539;1933;2.300;2.156
GENERICOS VARIOS;0029 ANTIALERGICOS;CLORFENAMINA COM.4MG.20 *(BIO);199657;267919;10;148;420;500;1.480
GENERICOS VARIOS;0029 ANTIALERGICOS;LORATADINA COM.10MG.30  *;199178;273015;44;343;1008;1.200;15.092
GENERICOS VARIOS;0029 ANTIALERGICOS;LORATADINA JBE.*;199320;270021;7;916;2689;3.200;6.412
GENERICOS VARIOS;0032 ANTITUSIVOS;AMBROXOL  AD.JBE.30MG100*;199006;199006;6;819;1429;1.700;4.914
GENERICOS VARIOS;0032 ANTITUSIVOS;BROMHEXINA JBE.100ML.   *;199026;2161;12;1165;2227;2.650;13.980
GENERICOS VARIOS;0032 ANTITUSIVOS;NOSCAPINA COM.20MG.20   *;199233;199233;3;1062;2101;2.500;3.186
GENERICOS VARIOS;0032 ANTITUSIVOS;NOSCAPINA JBE.100ML.    *;199082;1937394;4;980;2857;3.400;3.920
GENERICOS VARIOS;0032 ANTITUSIVOS;OXOLAMINA  AD.JBE.100ML.*;199157;199157;11;986;2269;2.700;10.846
GENERICOS VARIOS;0032 ANTITUSIVOS;OXOLAMINA PED.JBE.100ML.;199158;199158;40;741;2437;2.900;29.640
GENERICOS VARIOS;0033 ANTIASMATICOS;SALBUTAMOL JBE.2MG.120ML*;199096;268738;4;806;1849;2.200;3.224
GENERICOS VARIOS;0033 ANTIASMATICOS;SALBUTAMOL/BECLOME.INHAL;199164;199454;5;2650;4622;5.500;13.250
GENERICOS VARIOS;0035 CORTICOIDES;BETAMETASONA AMP.4MG. 1*;199310;0;15;1254;2689;3.200;18.810
GENERICOS VARIOS;0035 CORTICOIDES;HIDROCORTISONA 20X20MG;199331;2047;7;3185;5756;6.850;22.295
GENERICOS VARIOS;0035 CORTICOIDES;PREDNISONA COMP. 5MG. BIO;199660;267931;5;328;1261;1.500;1.640
GENERICOS VARIOS;0037 ANTIANEMICOS;SULFATO FERR.200MG.20CO.*;199117;2132;9;627;1597;1.900;5.643
GENERICOS VARIOS;0040 ANALG GENERAL;AC.MEFENAMIC.CAP.500MG10*;199224;199224;24;311;1261;1.500;7.464
GENERICOS VARIOS;0040 ANALG GENERAL;CLONIXINATO COM.10      *;199306;0;18;582;1471;1.750;10.476
GENERICOS VARIOS;0040 ANALG GENERAL;DICLOFENACO 50MG. X 10 COMP.;199043;199043;10;162;630;750;1.620
GENERICOS VARIOS;0040 ANALG GENERAL;DICLOFENACO 50MG.X 5SUP.LCH.;199520;199190;13;592;1681;2.000;7.696
GENERICOS VARIOS;0040 ANALG GENERAL;DICLOFENACO SOD. GTS 20ML;199681;0;4;1035;2437;2.900;4.140
GENERICOS VARIOS;0040 ANALG GENERAL;DICLOFENACO SUP.12,5MG.5*;199191;199191;13;453;1681;2.000;5.889
GENERICOS VARIOS;0040 ANALG GENERAL;DICLOFENACO SUP.50,0MG.5*;199190;199190;1;517;1471;1.750;517
GENERICOS VARIOS;0040 ANALG GENERAL;IBUPROFENO 400*20 COMP.;199066;273441;15;370;924;1.100;5.550
GENERICOS VARIOS;0040 ANALG GENERAL;IBUPROFENO COM.600MG.20 *;199068;273362;83;493;1261;1.500;40.919
GENERICOS VARIOS;0040 ANALG GENERAL;IBUPROFENO JBE.INF.100ML.;199162;199392;7;743;1597;1.900;5.201
GENERICOS VARIOS;0040 ANALG GENERAL;INDOMETACINA GRA. 25MG.24;199429;59091;4;2865;3992;4.750;11.460
GENERICOS VARIOS;0040 ANALG GENERAL;KETOPROFENO CAP.50MG.20*(BIO);199353;268664;15;677;1387;1.650;10.155
GENERICOS VARIOS;0040 ANALG GENERAL;KETOPROFENO T.U.200MG.10*;199354;199354;11;787;1849;2.200;8.657
GENERICOS VARIOS;0040 ANALG GENERAL;KETOROLACO COM.10MG.10  *;199295;199295;21;308;1092;1.300;6.468
GENERICOS VARIOS;0040 ANALG GENERAL;MELOXICAM 15mg.X 10cop.;199492;274385;1;351;1261;1.500;351
GENERICOS VARIOS;0040 ANALG GENERAL;MELOXICAM 7.5MG.X 15COMP.;199418;274386;10;465;1092;1.300;4.650
GENERICOS VARIOS;0040 ANALG GENERAL;PARACETA.COM. 80MG.20   *;199086;2247;4;435;1176;1.400;1.740
GENERICOS VARIOS;0040 ANALG GENERAL;PARACETA.COMP.500mg.X 16;199369;272241;16;178;420;500;2.848
GENERICOS VARIOS;0040 ANALG GENERAL;PARACETA.GTS. 15ML.(ENERO 08)     *;199085;199085;3;595;1866;2.220;1.785
GENERICOS VARIOS;0040 ANALG GENERAL;PIROXICAM COM.20MG.10   *;199088;199088;7;422;840;1.000;2.954
GENERICOS VARIOS;0040 ANALG GENERAL;TRAMADOL 50 MG 10 CAP.;199468;274391;16;675;2437;2.900;10.800
GENERICOS VARIOS;0040 ANALG GENERAL;TRAMADOL GTS. 100MG;199643;273063;7;910;3950;4.700;6.370
GENERICOS VARIOS;0045 ANESTESICOS LOCALES;LIDOCAINA 4% GEL POMO 15;199450;2392;4;3125;4454;5.300;12.500
GENERICOS VARIOS;0046 ANTIBIOTICOS OFTALMICOS;CLORANF. UNG. OFT 1% 3,5GRS;199671;6023;2;1100;2437;2.900;2.200
GENERICOS VARIOS;0047 ANTIBIOTICOS TOPICOS;BACITRACINA/NEOM.15GR.UNG;199060;225015;19;701;1933;2.300;13.319
GENERICOS VARIOS;0047 ANTIBIOTICOS TOPICOS;GENTAMICINA CR. 0.1% 15GR;199563;199481;2;1503;3109;3.700;3.006
GENERICOS VARIOS;0051 ANTIGOTOSO;ALOPURINOL COM.100MG.20 *;199004;274323;5;546;1261;1.500;2.730
GENERICOS VARIOS;0051 ANTIGOTOSO;ALOPURINOL COM.300MG.20 *;199292;274324;2;725;1639;1.950;1.450
GENERICOS VARIOS;0051 ANTIGOTOSO;COLCHICINA 0.5MG.X 40;199538;2046;2;1576;2353;2.800;3.152
GENERICOS VARIOS;0053 ANTIINFECCIOSOS GINECOLOGICOS;CLOTRIMAZOL 500MG X 1 OV.;199446;199261;5;690;2941;3.500;3.450
GENERICOS VARIOS;0053 ANTIINFECCIOSOS GINECOLOGICOS;METRONIDAZOL X 10 OVULOS;199557;2090;4;1118;3193;3.800;4.472
GENERICOS VARIOS;0053 ANTIINFECCIOSOS GINECOLOGICOS;NISTATINA  OV.12 *(DIC.07);199417;199420;6;1685;2950;3.510;10.110
GENERICOS VARIOS;0054 ANTISEPTICO URINARIO;NITROFURANTOINA 100 MG X 10 CAP.;199725;0;15;950;2521;3.000;14.250
GENERICOS VARIOS;0086 RELAJANTE MUSCULAR;CICLOBENZAPIRINA 10MG.X 20;199554;273912;13;391;1849;2.200;5.083
GENERICOS VARIOS;0094 SUPLEMENTOS MINERALES;POTASIO GLUCO.JBE.200ML*;199402;2115;5;4379;6134;7.300;21.895
GENERICOS VARIOS;0148 CORTICOIDES TOPICOS;BETAMETASONA UNGUENTO;199108;2374;5;1425;2017;2.400;7.125
GENERICOS VARIOS;0148 CORTICOIDES TOPICOS;CLOBETAZOL CR.25GR. *;199321;199425;1;520;1765;2.100;520
GENERICOS VARIOS;0148 CORTICOIDES TOPICOS;CLOBETAZOL UNG.25GR.  *;199319;199426;8;515;1933;2.300;4.120
GENERICOS VARIOS;0148 CORTICOIDES TOPICOS;MOMETASONA CR.;199663;0;3;2400;4160;4.950;7.200
GENERICOS VARIOS;0226 Analges Antitermicos / Antiinf;KETOPROFENO INYEC. 100 MG / 2ML;199721;0;11;762;1681;2.000;8.382
